ID,Prediction
354,0.12727
355,0.00000
356,0.00000
357,0.00000
358,0.00000
359,0.00000
360,0.00000
361,0.00000
362,0.00000
363,0.00000
364,0.00000
365,0.00000
366,0.00000
367,0.00000
368,0.18997
369,0.10803
370,0.48958
371,0.00000
372,0.00000
373,0.00000
374,0.00000
375,0.00000
376,0.00000
377,0.00000
378,0.00000
379,0.36168
380,0.00000
381,0.00000
382,0.00000
383,0.00000
384,0.00000
385,0.00000
386,0.00000
387,0.90474
388,0.00000
389,0.00000
390,0.00000
391,0.00000
392,0.10913
393,0.00000
394,0.00000
395,0.32020
396,0.30520
397,0.04492
398,0.40430
399,0.00000
400,0.00000
401,0.00000
402,0.00000
403,0.00000
404,0.00000
405,0.00000
406,0.00000
407,0.00000
408,0.00000
409,0.02193
410,0.00000
411,0.08404
412,0.00000
413,0.00000
414,0.00000
415,0.00000
416,0.00000
417,0.00000
418,0.12662
419,0.00000
420,0.00000
421,0.00000
422,0.00000
423,0.00000
424,0.19992
425,0.00000
426,0.00000
427,0.00000
428,0.00000
429,0.00000
430,0.00000
431,0.02143
432,0.00000
433,0.00000
434,0.00000
435,0.00000
436,0.00000
437,0.13637
438,0.00000
439,0.00000
440,0.00000
441,0.10718
442,0.90474
443,0.00000
444,0.44828
445,0.00000
446,0.00000
447,0.00000
448,0.00000
449,0.09759
450,0.10957
451,0.49429
452,0.00000
453,0.00000
454,0.08767
455,0.00000
456,0.00000
457,0.00000
458,0.07067
459,0.00000
460,0.00000
461,0.00000
462,0.00000
463,0.00000
464,0.00000
465,0.00000
466,0.00000
467,0.00000
468,0.00000
469,0.00000
470,0.00000
471,0.14074
472,0.00000
473,0.00000
474,0.00000
475,0.18282
476,0.00000
477,0.00000
478,0.00000
479,0.06984
480,0.00000
481,0.29951
482,0.00000
483,0.00000
484,0.09070
485,0.00000
486,0.00000
487,0.11763
488,0.00000
489,0.00000
490,0.03680
491,0.00000
492,0.00000
493,0.00000
494,0.00000
495,0.00000
496,0.00000
497,0.00000
498,0.00000
499,0.00000
500,0.00000
501,0.00000
502,0.00000
503,0.49066
504,0.00000
505,0.00000
506,0.28712
507,0.00000
508,0.00000
509,0.00000
510,0.00000
511,0.00000
512,0.07492
513,0.07503
514,0.00000
515,0.00000
516,0.33399
517,0.00000
518,0.00000
519,0.19809
520,0.00000
521,0.00000
522,0.00000
523,0.00000
524,0.00000
525,0.08207
526,0.06344
527,0.00000
528,0.00000
529,0.00000
530,0.24726
531,0.00000
532,0.03164
533,0.00000
534,0.00000
535,0.00000
536,0.00000
537,0.00000
538,0.00000
539,0.00000
540,0.47575
541,0.00000
542,0.25522
543,0.00000
544,0.00000
545,0.00000
546,0.00000
547,0.12657
548,0.00004
549,0.00000
550,0.00000
551,0.41201
552,0.54057
553,0.00000
554,0.00000
555,0.00000
556,0.00000
557,0.00000
558,0.00000
559,0.00000
560,0.03188
561,0.00000
562,0.37784
563,0.00000
564,0.00000
565,0.06155
566,0.00000
567,0.06654
568,0.73460
569,0.00000
570,0.00000
571,0.00000
572,0.01363
573,0.00000
574,0.35346
575,0.00000
576,0.00000
577,0.00000
578,0.00000
579,0.00000
580,0.00000
581,0.00000
582,0.00000
583,0.00000
584,0.20443
585,0.35640
586,0.00000
587,0.13366
588,0.31503
589,0.00000
590,0.00000
591,0.00000
592,0.00000
593,0.00000
594,0.00000
595,0.52787
596,0.00000
597,0.00000
598,0.00000
599,0.00000
600,0.00000
601,0.34986
602,0.00000
603,0.00000
604,0.00000
605,0.00000
606,0.00000
607,0.00000
608,0.00000
609,0.00000
610,0.00000
611,0.00000
612,0.00000
613,0.00000
614,0.00000
615,0.14366
616,0.00000
617,0.00000
618,0.00000
619,0.00000
620,0.00000
621,0.00000
622,0.21481
623,0.00000
624,0.29951
625,0.00000
626,0.00000
627,0.00000
628,0.19323
629,0.10678
630,0.00000
631,0.00000
632,0.29951
633,0.00000
634,0.00000
635,0.00000
636,0.00000
637,0.00000
638,0.00000
639,0.00000
640,0.69602
641,0.00881
642,0.00000
643,0.00000
644,0.00000
645,0.59792
646,0.00000
647,0.87638
648,0.00000
649,0.11727
650,0.00000
651,0.00000
652,0.00000
653,0.00011
654,0.03814
655,0.00000
656,0.01802
657,0.00000
658,0.00000
659,0.19569
660,0.29951
661,0.00000
662,0.00000
663,0.00000
664,0.00000
665,0.00000
666,0.00000
667,0.00000
668,0.07956
669,0.00000
670,0.00000
671,0.00000
672,0.00000
673,0.00000
674,0.34131
675,0.00000
676,0.00000
677,0.00000
678,0.00000
679,0.00000
680,0.00840
681,0.00000
682,0.00000
683,0.00000
684,0.00000
685,0.00000
686,0.00000
687,0.03280
688,0.00000
689,0.00000
690,0.00000
691,0.00000
692,0.00000
693,0.08114
694,0.00000
695,0.31265
696,0.02600
697,0.00000
698,0.00000
699,0.00000
700,0.00000
701,0.00000
702,0.00000
703,0.00000
704,0.00000
705,0.00000
706,0.00000
707,0.00000
708,0.00000
709,0.00000
710,0.00000
711,0.00000
712,0.00000
713,0.00000
714,0.00000
715,0.00000
716,0.09070
717,0.00000
718,0.00000
719,0.00000
720,0.43919
721,0.13225
722,0.00000
723,0.00000
724,0.00000
725,0.00000
726,0.00000
727,0.00000
728,0.22042
729,0.00000
730,0.00000
731,0.00000
732,0.00000
733,0.00000
734,0.34656
735,0.61271
736,0.00000
737,0.00000
738,0.27236
739,0.00000
740,0.33142
741,0.00000
742,0.00000
743,0.00000
744,0.00000
745,0.00000
746,0.00000
747,0.00000
748,0.00000
749,0.00000
750,0.14314
751,0.00000
752,0.00000
753,0.14004
754,0.00000
755,0.00000
756,0.00000
757,0.00000
758,0.00000
759,0.00000
760,0.00000
761,0.14366
762,0.00000
763,0.00000
764,0.00000
765,0.00000
766,0.00000
767,0.10439
768,0.00000
769,0.00000
770,0.00000
771,0.05999
772,0.13959
773,0.00000
774,0.00000
775,0.00000
776,0.06191
777,0.00000
778,0.20178
779,0.00000
780,0.00000
781,0.00000
782,0.00000
783,0.18169
784,0.00000
785,0.00000
786,0.00000
787,0.00000
788,0.00000
789,0.00000
790,0.00000
791,0.00000
792,0.00000
793,0.30236
794,0.00000
795,0.00000
796,0.00003
797,0.11539
798,0.00002
799,0.00000
800,0.00000
801,0.52322
802,0.00000
803,0.00000
804,0.00000
805,0.13568
806,0.01871
807,0.00000
808,0.23196
809,0.00000
810,0.00000
811,0.00000
812,0.00000
813,0.00000
814,0.00000
815,0.00000
816,0.00000
817,0.23349
818,0.00000
819,0.00000
820,0.00000
821,0.15081
822,0.00000
823,0.02302
824,0.00000
825,0.00000
826,0.00000
827,0.00000
828,0.19695
829,0.10382
830,0.00000
831,0.00000
832,0.00000
833,0.00000
834,0.00000
835,0.00000
836,0.11275
837,0.00000
838,0.26637
839,0.13503
840,0.50391
841,0.00000
842,0.00000
843,0.00000
844,0.00000
845,0.00000
846,0.03268
847,0.00000
848,0.00000
849,0.10726
850,0.61378
851,0.15903
852,0.00000
853,0.00000
854,0.00000
855,0.00000
856,0.00000
857,0.00000
858,0.00000
859,0.00000
860,0.00000
861,0.00000
862,0.00000
863,0.00000
864,0.00000
865,0.00000
866,0.13431
867,0.00000
868,0.00000
869,0.00000
870,0.00000
871,0.00000
872,0.00000
873,0.82625
874,0.00000
875,0.00000
876,0.04703
877,0.00000
878,0.00000
879,0.00000
880,0.00000
881,0.00000
882,0.00000
883,0.00000
884,0.00000
885,0.00000
886,0.00000
887,0.00000
888,0.00000
889,0.00000
890,0.00000
891,0.00000
892,0.07067
893,0.00000
894,0.00000
895,0.29951
896,0.00000
897,0.04975
898,0.00000
899,0.00000
900,0.00000
901,0.00000
902,0.10979
903,0.00000
904,0.00000
905,0.00000
906,0.00000
907,0.14329
908,0.12727
909,0.29982
910,0.19611
911,0.00000
912,0.00000
913,0.00000
914,0.00000
915,0.00000
916,0.00000
917,0.00000
918,0.00000
919,0.00000
920,0.00000
921,0.00000
922,0.00000
923,0.00000
924,0.00000
925,0.74843
926,0.59159
927,0.00000
928,0.19569
929,0.00000
930,0.45198
931,0.00000
932,0.00000
933,0.00000
934,0.00000
935,0.00000
936,0.00000
937,0.00000
938,0.02202
939,0.00000
940,0.00000
941,0.00000
942,0.00000
943,0.00000
944,0.00000
945,0.00000
946,0.00000
947,0.00000
948,0.00000
949,0.12400
950,0.00000
951,0.00000
952,0.00000
953,0.00000
954,0.00000
955,0.00000
956,0.10439
957,0.00000
958,0.00000
959,0.00000
960,0.52654
961,0.20395
962,0.19187
963,0.00000
964,0.00000
965,0.68810
966,0.28369
967,0.00000
968,0.09662
969,0.00000
970,0.00000
971,0.00000
972,0.00000
973,0.00000
974,0.92324
975,0.00000
976,0.00000
977,0.00000
978,0.82566
979,0.00000
980,0.00000
981,0.00000
982,0.00000
983,0.00000
984,0.14774
985,0.00000
986,0.00000
987,0.63691
988,0.00000
989,0.00000
990,0.00000
991,0.00000
992,0.00000
993,0.17610
994,0.42125
995,0.00000
996,0.00000
997,0.00000
998,0.00000
999,0.05858
1000,0.00000
1001,0.00000
1002,0.08114
1003,0.00000
1004,0.35399
1005,0.00000
1006,0.00000
1007,0.00000
1008,0.00000
1009,0.00000
1010,0.17447
1011,0.00000
1012,0.00000
1013,0.00000
1014,0.00000
1015,0.67358
1016,0.05561
1017,0.00000
1018,0.19577
1019,0.00000
1020,0.09158
1021,0.10718
1022,0.00000
1023,0.00000
1024,0.00000
1025,0.00000
1026,0.00000
1027,0.00000
1028,0.00000
1029,0.00000
1030,0.00000
1031,0.00000
1032,0.00000
1033,0.00000
1034,0.00000
1035,0.00000
1036,0.00000
1037,0.00000
1038,0.00000
1039,0.00000
1040,0.00000
1041,0.12030
1042,0.29951
1043,0.00000
1044,0.02182
1045,0.15405
1046,0.00000
1047,0.90618
1048,0.00000
1049,0.00000
1050,0.00000
1051,0.00000
1052,0.14097
1053,0.00000
1054,0.00000
1055,0.00000
1056,0.72605
1057,0.00000
1058,0.00000
1059,0.00000
1060,0.00000
1061,0.00000
1062,0.00000
1063,0.00000
1064,0.00000
1065,0.00000
1066,0.00000
1067,0.00000
1068,0.00000
1069,0.00000
1070,0.00000
1071,0.00000
1072,0.00000
1073,0.00000
1074,0.00000
1075,0.00000
1076,0.00000
1077,0.00000
1078,0.00000
1079,0.00000
1080,0.00000
1081,0.00000
1082,0.00000
1083,0.00000
1084,0.00000
1085,0.00000
1086,0.00000
1087,0.00000
1088,0.00000
1089,0.00000
1090,0.00000
1091,0.00000
1092,0.00000
1093,0.00000
1094,0.00000
1095,0.00000
1096,0.00000
1097,0.00000
1098,0.00000
1099,0.00000
1100,0.00000
1101,0.25956
1102,0.47952
1103,0.00000
1104,0.00000
1105,0.00000
1106,0.00000
1107,0.00000
1108,0.00000
1109,0.00000
1110,0.00000
1111,0.85180
1112,0.00000
1113,0.00000
1114,0.29438
1115,0.00000
1116,0.00000
1117,0.00000
1118,0.00000
1119,0.00000
1120,0.00000
1121,0.00000
1122,0.00000
1123,0.00000
1124,0.00000
1125,0.24521
1126,0.00000
1127,0.00000
1128,0.00000
1129,0.00000
1130,0.00000
1131,0.00000
1132,0.00000
1133,0.00000
1134,0.17720
1135,0.00000
1136,0.15468
1137,0.00000
1138,0.00000
1139,0.00000
1140,0.00000
1141,0.00000
1142,0.00000
1143,0.07863
1144,0.00000
1145,0.00000
1146,0.00000
1147,0.00000
1148,0.00000
1149,0.00000
1150,0.00000
1151,0.00000
1152,0.00000
1153,0.00000
1154,0.00000
1155,0.04783
1156,0.00000
1157,0.15709
1158,0.00000
1159,0.00000
1160,0.00000
1161,0.00000
1162,0.00000
1163,0.00000
1164,0.00000
1165,0.00000
1166,0.00000
1167,0.00000
1168,0.00000
1169,0.00000
1170,0.00011
1171,0.08404
1172,0.00000
1173,0.00000
1174,0.00000
1175,0.00000
1176,0.00000
1177,0.00000
1178,0.00000
1179,0.00000
1180,0.00000
1181,0.00000
1182,0.00000
1183,0.00000
1184,0.03268
1185,0.00000
1186,0.00000
1187,0.00000
1188,0.00000
1189,0.00000
1190,0.63831
1191,0.00000
1192,0.00000
1193,0.00000
1194,0.00000
1195,0.00000
1196,0.00000
1197,0.00000
1198,0.25956
1199,0.00000
1200,0.00000
1201,0.80173
1202,0.00000
1203,0.00000
1204,0.00000
1205,0.00000
1206,0.00000
1207,0.00000
1208,0.00000
1209,0.22078
1210,0.00000
1211,0.00000
1212,0.02065
1213,0.00000
1214,0.00000
1215,0.22994
1216,0.52948
1217,0.00122
1218,0.47710
1219,0.00000
1220,0.00000
1221,0.00000
1222,0.00000
1223,0.00000
1224,0.00000
1225,0.00000
1226,0.00000
1227,0.22042
1228,0.00000
1229,0.00000
1230,0.13190
1231,0.00615
1232,0.00000
1233,0.00000
1234,0.00000
1235,0.00000
1236,0.00000
1237,0.16885
1238,0.00000
1239,0.00000
1240,0.07503
1241,0.09027
1242,0.00000
1243,0.00000
1244,0.00000
1245,0.00000
1246,0.00000
1247,0.00000
1248,0.00000
1249,0.00000
1250,0.00036
1251,0.00000
1252,0.00000
1253,0.00000
1254,0.00000
1255,0.00000
1256,0.00000
1257,0.00000
1258,0.00000
1259,0.00000
1260,0.00000
1261,0.00000
1262,0.00000
1263,0.00000
1264,0.01440
1265,0.07440
1266,0.00000
1267,0.00000
1268,0.00000
1269,0.00000
1270,0.00000
1271,0.28301
1272,0.19302
1273,0.00000
1274,0.00000
1275,0.57957
1276,0.00000
1277,0.00000
1278,0.00063
1279,0.00000
1280,0.26249
1281,0.04230
1282,0.00000
1283,0.00000
1284,0.00000
1285,0.00000
1286,0.81837
1287,0.00000
1288,0.19520
1289,0.00000
1290,0.00000
1291,0.00000
1292,0.60958
1293,0.00000
1294,0.00000
1295,0.46958
1296,0.00000
1297,0.00000
1298,0.00000
1299,0.00000
1300,0.00000
1301,0.40129
1302,0.00000
1303,0.00000
1304,0.00000
1305,0.00000
1306,0.00000
1307,0.00675
1308,0.05133
1309,0.08430
1310,0.00000
1311,0.00000
1312,0.65941
1313,0.00000
1314,0.00000
1315,0.00000
1316,0.00000
1317,0.00000
1318,0.00000
1319,0.00000
1320,0.00000
1321,0.52570
1322,0.00000
1323,0.00000
1324,0.00000
1325,0.00000
1326,0.08404
1327,0.00000
1328,0.00000
1329,0.00000
1330,0.00000
1331,0.00000
1332,0.00000
1333,0.00000
1334,0.00000
1335,0.25522
1336,0.00000
1337,0.00000
1338,0.00000
1339,0.00000
1340,0.00000
1341,0.00000
1342,0.00000
1343,0.00000
1344,0.00000
1345,0.26493
1346,0.00000
1347,0.00000
1348,0.00000
1349,0.00000
1350,0.01802
1351,0.00000
1352,0.00000
1353,0.01820
1354,0.00000
1355,0.00000
1356,0.00000
1357,0.00007
1358,0.02300
1359,0.00000
1360,0.00000
1361,0.00000
1362,0.15635
1363,0.00000
1364,0.00000
1365,0.00000
1366,0.00000
1367,0.00000
1368,0.00000
1369,0.00000
1370,0.00420
1371,0.81773
1372,0.29951
1373,0.00000
1374,0.00000
1375,0.00000
1376,0.00000
1377,0.00000
1378,0.00000
1379,0.00000
1380,0.00000
1381,0.00000
1382,0.00000
1383,0.00000
1384,0.00000
1385,0.00000
1386,0.00000
1387,0.00000
1388,0.18365
1389,0.13366
1390,0.00000
1391,0.00000
1392,0.00000
1393,0.00000
1394,0.00000
1395,0.07640
1396,0.17051
1397,0.00000
1398,0.00000
1399,0.00000
1400,0.00000
1401,0.04977
1402,0.25122
1403,0.00000
1404,0.09996
1405,0.00000
1406,0.00000
1407,0.00000
1408,0.00000
1409,0.00000
1410,0.00000
1411,0.01596
1412,0.00000
1413,0.00000
1414,0.00000
1415,0.00000
1416,0.00000
1417,0.15031
1418,0.00000
1419,0.51688
1420,0.00000
1421,0.00000
1422,0.00000
1423,0.00000
1424,0.00000
1425,0.00000
1426,0.00000
1427,0.00000
1428,0.00000
1429,0.00000
1430,0.00000
1431,0.00000
1432,0.00000
1433,0.00000
1434,0.00000
1435,0.00000
1436,0.00000
1437,0.00000
1438,0.00000
1439,0.00000
1440,0.00000
1441,0.00000
1442,0.00000
1443,0.00000
1444,0.16115
1445,0.00000
1446,0.00000
1447,0.00000
1448,0.08767
1449,0.15726
1450,0.00000
1451,0.63635
1452,0.09158
1453,0.00000
1454,0.00000
1455,0.20795
1456,0.00000
1457,0.00000
1458,0.02261
1459,0.00000
1460,0.41498
1461,0.00000
1462,0.00000
1463,0.00000
1464,0.86689
1465,0.00000
1466,0.00000
1467,0.00000
1468,0.66509
1469,0.00000
1470,0.38763
1471,0.18169
1472,0.00000
1473,0.14314
1474,0.00000
1475,0.00000
1476,0.00000
1477,0.04824
1478,0.00000
1479,0.00000
1480,0.00000
1481,0.00000
1482,0.00000
1483,0.00000
1484,0.10803
1485,0.00000
1486,0.00000
1487,0.00000
1488,0.00000
1489,0.00000
1490,0.00000
1491,0.00000
1492,0.00000
1493,0.00000
1494,0.00000
1495,0.00000
1496,0.00000
1497,0.00000
1498,0.00000
1499,0.00000
1500,0.00000
1501,0.19992
1502,0.00000
1503,0.00000
1504,0.00000
1505,0.00000
1506,0.00000
1507,0.00000
1508,0.00000
1509,0.00000
1510,0.00000
1511,0.00000
1512,0.00000
1513,0.00000
1514,0.00280
1515,0.00000
1516,0.00000
1517,0.00000
1518,0.00000
1519,0.15024
1520,0.00000
1521,0.00000
1522,0.00000
1523,0.00000
1524,0.00000
1525,0.00000
1526,0.00881
1527,0.00000
1528,0.00000
1529,0.00000
1530,0.00000
1531,0.00000
1532,0.00000
1533,0.62475
1534,0.00000
1535,0.09070
1536,0.11539
1537,0.56671
1538,0.00000
1539,0.00000
1540,0.00000
1541,0.00000
1542,0.00000
1543,0.05003
1544,0.00446
1545,0.00000
1546,0.00000
1547,0.00000
1548,0.00000
1549,0.00000
1550,0.00000
1551,0.00000
1552,0.00000
1553,0.00000
1554,0.00000
1555,0.21956
1556,0.00000
1557,0.00000
1558,0.19302
1559,0.00000
1560,0.00751
1561,0.32414
1562,0.00000
1563,0.00000
1564,0.00000
1565,0.00000
1566,0.00000
1567,0.00000
1568,0.00000
1569,0.00000
1570,0.00000
1571,0.00000
1572,0.10266
1573,0.00000
1574,0.49066
1575,0.24123
1576,0.00000
1577,0.00000
1578,0.00000
1579,0.12669
1580,0.00000
1581,0.00000
1582,0.00000
1583,0.00000
1584,0.06838
1585,0.00000
1586,0.00000
1587,0.01057
1588,0.00000
1589,0.10457
1590,0.00000
1591,0.00000
1592,0.00000
1593,0.00000
1594,0.00000
1595,0.00000
1596,0.14495
1597,0.00000
1598,0.00000
1599,0.54783
1600,0.00000
1601,0.00000
1602,0.00000
1603,0.00000
1604,0.00000
1605,0.00000
1606,0.00000
1607,0.00000
1608,0.00000
1609,0.00000
1610,0.00000
1611,0.00000
1612,0.00000
1613,0.00000
1614,0.00000
1615,0.00000
1616,0.00000
1617,0.00000
1618,0.19992
1619,0.00000
1620,0.00000
1621,0.74892
1622,0.00000
1623,0.00000
1624,0.00000
1625,0.00000
1626,0.00000
1627,0.57959
1628,0.00000
1629,0.00000
1630,0.32650
1631,0.00000
1632,0.32020
1633,0.00000
1634,0.00000
1635,0.00000
1636,0.00000
1637,0.18610
1638,0.00000
1639,0.00000
1640,0.00000
1641,0.00000
1642,0.00000
1643,0.00000
1644,0.00000
1645,0.00000
1646,0.00000
1647,0.16626
1648,0.00000
1649,0.00000
1650,0.00000
1651,0.00000
1652,0.00000
1653,0.00000
1654,0.02248
1655,0.00000
1656,0.00000
1657,0.00000
1658,0.31019
1659,0.00000
1660,0.00000
1661,0.00000
1662,0.00000
1663,0.00000
1664,0.00000
1665,0.00000
1666,0.02193
1667,0.00000
1668,0.00000
1669,0.00000
1670,0.00000
1671,0.00000
1672,0.00000
1673,0.01596
1674,0.00000
1675,0.00000
1676,0.00000
1677,0.00000
1678,0.00000
1679,0.00000
1680,0.00000
1681,0.00000
1682,0.00000
1683,0.00000
1684,0.00000
1685,0.00000
1686,0.00000
1687,0.17710
1688,0.02085
1689,0.06336
1690,0.00000
1691,0.00000
1692,0.00000
1693,0.05363
1694,0.00000
1695,0.00000
1696,0.00000
1697,0.00000
1698,0.00000
1699,0.00000
1700,0.00000
1701,0.00000
1702,0.00000
1703,0.00000
1704,0.00000
1705,0.00000
1706,0.00000
1707,0.00000
1708,0.00000
1709,0.00000
1710,0.00000
1711,0.00000
1712,0.00000
1713,0.15681
1714,0.00000
1715,0.00000
1716,0.00000
1717,0.16036
1718,0.00000
1719,0.00000
1720,0.00000
1721,0.00000
1722,0.00000
1723,0.00000
1724,0.00000
1725,0.00000
1726,0.00000
1727,0.00000
1728,0.00069
1729,0.19695
1730,0.00000
1731,0.20356
1732,0.00000
1733,0.00000
1734,0.00000
1735,0.00000
1736,0.00000
1737,0.00000
1738,0.00000
1739,0.00000
1740,0.16019
1741,0.11293
1742,0.00000
1743,0.00000
1744,0.00000
1745,0.00000
1746,0.00000
1747,0.00000
1748,0.00000
1749,0.04764
1750,0.00000
1751,0.00000
1752,0.00000
1753,0.06527
1754,0.27394
1755,0.00000
1756,0.00000
1757,0.00000
1758,0.00000
1759,0.00000
1760,0.00000
1761,0.02202
1762,0.00000
1763,0.00000
1764,0.00000
1765,0.24726
1766,0.00000
1767,0.00000
1768,0.00000
1769,0.21342
1770,0.00000
1771,0.00000
1772,0.00000
1773,0.34117
1774,0.00000
1775,0.00000
1776,0.00000
1777,0.01057
1778,0.00000
1779,0.00000
1780,0.00000
1781,0.00000
1782,0.00000
1783,0.00000
1784,0.00000
1785,0.00000
1786,0.00000
1787,0.00000
1788,0.00000
1789,0.00000
1790,0.00000
1791,0.00000
1792,0.00000
1793,0.00000
1794,0.22502
1795,0.61567
1796,0.00000
1797,0.00000
1798,0.26256
1799,0.00000
1800,0.00000
1801,0.34433
1802,0.10913
1803,0.01070
1804,0.00000
1805,0.89879
1806,0.00000
1807,0.00000
1808,0.15957
1809,0.00000
1810,0.00000
1811,0.00000
1812,0.00000
1813,0.00000
1814,0.01596
1815,0.00000
1816,0.32414
1817,0.00000
1818,0.00000
1819,0.00000
1820,0.00000
1821,0.05603
1822,0.00000
1823,0.00000
1824,0.00000
1825,0.00000
1826,0.74929
1827,0.00000
1828,0.00000
1829,0.00000
1830,0.46895
1831,0.00000
1832,0.00000
1833,0.00000
1834,0.00000
1835,0.56335
1836,0.00000
1837,0.00000
1838,0.00000
1839,0.00000
1840,0.20795
1841,0.00000
1842,0.00000
1843,0.00000
1844,0.10304
1845,0.00000
1846,0.00000
1847,0.00000
1848,0.00000
1849,0.00000
1850,0.00000
1851,0.50993
1852,0.03212
1853,0.00000
1854,0.19275
1855,0.00000
1856,0.05660
1857,0.00000
1858,0.00000
1859,0.00000
1860,0.00000
1861,0.22900
1862,0.00000
1863,0.00000
1864,0.00000
1865,0.00000
1866,0.25423
1867,0.00000
1868,0.00000
1869,0.00000
1870,0.00000
1871,0.00000
1872,0.12539
